pid,age,current_working,marital,logfaminc,loginc,n_loginc,ownhome,num_marriage,married,birthyear,white,edu,fambus_ever,male,fid,mid,n_child,n_obs
639005,34,1,1,10.408,10.278494,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,35,1,1,10.71071,10.562043,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,36,0,1,9.1958361,9.0825071,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,45,1,1,10.152123,10.152123,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,49,1,1,10.167197,10.167197,,,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,51,1,1,9.8095617,9.8095617,,,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,53,0,1,10.044662,7.9082031,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639005,55,0,1,9.7248869,5.1059456,,0,Actual number of marriages,1,1955,1,12,1,1,639001,639002,1,15
639032,26,1,1,10.918939,10.876536,,0,Actual number of marriages,1,1986,1,13,1,1,639005,639175,2,3
639032,28,1,1,10.701896,10.701896,,,Actual number of marriages,1,1986,1,13,1,1,639005,639175,2,3
639032,30,1,1,10.819778,10.819778,,0,Actual number of marriages,1,1986,1,13,1,1,639005,639175,2,3
641003,25,1,1,11.174904,10.475822,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,26,1,1,11.156433,10.554061,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,27,1,1,11.745813,11.335233,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,28,1,1,11.60972,11.150748,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,29,1,1,11.9462,11.63947,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,30,1,1,11.359775,10.740735,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,31,1,1,11.378239,11.169942,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,32,1,1,11.699405,11.213272,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,33,1,1,11.653018,11.1462,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,34,1,1,11.71709,11.151776,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,35,1,1,11.7943,11.452857,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,36,1,1,11.452177,10.939107,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,37,1,1,11.497973,10.873888,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,38,1,1,11.462263,10.764001,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,39,1,1,11.560572,10.927017,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,40,1,1,11.489452,10.794501,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,41,1,1,11.362254,10.663124,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,42,1,1,11.570294,11.103427,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,43,1,1,11.581381,11.130253,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
641003,45,1,1,12.381597,11.637088,,,Actual number of marriages,1,1951,1,15,1,1,641001,641002,2,20
644030,26,0,0,11.101571,10.847977,,0,None,0,1974,1,14,0,1,644021,644170,2,9
644030,28,1,0,10.188666,10.188666,,0,None,0,1974,1,14,0,1,644021,644170,2,9
644030,30,1,0,10.296427,10.18786,,0,None,0,1974,1,14,0,1,644021,644170,2,9
644030,32,0,0,10.300585,10.300585,,0,None,0,1974,1,14,0,1,644021,644170,2,9
644030,34,1,0,10.007848,10.007848,,0,None,0,1974,1,14,0,1,644021,644170,2,9
644030,36,1,0,10.030539,10.030539,,,None,0,1974,1,14,0,1,644021,644170,2,9
644030,38,1,0,10.094212,10.09204,,,None,0,1974,1,14,0,1,644021,644170,2,9
644030,40,1,0,10.444066,10.444066,,,None,0,1974,1,14,0,1,644021,644170,2,9
644030,42,1,0,10.518673,10.518673,,,None,0,1974,1,14,0,1,644021,644170,2,9
647003,25,1,1,11.444852,11.027573,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,26,1,1,11.424396,11.16246,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,27,1,1,11.34739,11.174371,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,28,1,1,11.388721,11.388721,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,29,1,1,11.539143,11.5059,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,30,1,1,11.457149,11.377106,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,31,1,1,11.105577,10.784888,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,32,1,1,10.708241,10.184752,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,33,1,1,11.073879,10.765409,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,34,1,1,11.35719,11.060897,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,35,1,1,11.497531,11.427176,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,36,1,1,11.194357,11.194357,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,37,1,1,10.991955,10.902529,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,38,1,1,11.456426,11.30527,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,39,1,1,11.691365,11.345867,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,40,1,1,11.372614,11.255976,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,41,1,1,11.56773,11.308621,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,42,1,1,11.339512,11.104445,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,43,1,1,11.896309,11.734618,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,44,1,1,11.767259,11.599431,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,45,1,1,11.846197,11.632562,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,46,1,1,11.238162,10.59112,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,48,1,1,11.293052,11.224843,,0,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,50,1,1,11.667876,11.331404,,0,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,52,1,1,12.101168,11.412442,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647003,54,1,1,12.246638,11.423438,,,Actual number of marriages,1,1950,1,14,1,1,647001,647002,3,26
647030,25,1,1,11.24472,10.704479,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,27,0,1,10.980142,9.449357,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,29,1,1,11.365433,10.665228,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,31,1,1,11.368824,10.700994,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,33,1,1,11.366164,10.666627,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,35,1,1,11.357148,10.868568,,0,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,37,1,1,11.348522,10.788907,,0,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647030,39,1,1,10.915998,10.915089,,,Actual number of marriages,0,1977,1,14,0,1,647004,647176,2,8
647031,26,1,1,11.567058,11.289907,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,28,1,1,11.472447,10.993731,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,30,1,1,11.248841,11.13925,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,32,1,1,10.892965,10.886689,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,34,1,1,11.669726,10.94553,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,36,1,1,11.636293,11.122398,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
647031,38,1,1,11.681376,11.134589,,,Actual number of marriages,1,1978,1,14,1,1,647003,647170,4,7
649032,26,1,0,10.453053,10.453053,,0,None,0,1986,1,14,1,1,649171,649030,2,3
649032,28,1,0,9.3156013,9.3156013,,0,None,0,1986,1,14,1,1,649171,649030,2,3
649032,30,1,0,10.437053,10.434115,,0,None,0,1986,1,14,1,1,649171,649030,2,3
650003,25,1,1,11.211452,11.210739,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,26,1,1,11.275313,11.221235,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,27,1,1,11.314036,11.313743,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,28,1,1,11.300351,11.300351,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,29,1,1,11.373319,11.373319,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,30,1,1,11.80253,11.452857,,0,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,31,1,1,11.747036,11.483085,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,32,1,1,12.169668,11.486992,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,33,1,1,12.279973,11.540735,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,34,1,1,12.186604,11.429543,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,35,1,1,12.243753,11.498421,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,36,0,1,12.293932,11.538593,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,37,1,1,12.356194,11.663039,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
650003,38,1,1,12.360023,11.609718,,,Actual number of marriages,1,1956,1,16,1,1,650001,650002,3,14
652031,26,1,1,11.452821,11.080603,,,Actual number of marriages,1,1984,1,16,1,1,652005,652171,4,4
652031,28,1,1,11.6253,11.313254,,,Actual number of marriages,1,1984,1,16,1,1,652005,652171,4,4
652031,30,1,1,11.624349,11.406342,,,Actual number of marriages,1,1984,1,16,1,1,652005,652171,4,4
652031,32,1,1,11.62169,11.492723,,,Actual number of marriages,1,1984,1,16,1,1,652005,652171,4,4
654003,25,1,0,11.165836,11.066951,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,26,1,1,11.231825,10.736397,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,27,1,1,11.028418,11.028418,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,28,0,1,11.088131,10.878236,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,29,0,1,11.49194,10.592585,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,30,0,1,10.729539,10.029239,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,31,1,1,10.143781,10.066814,,0,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,40,1,1,11.800733,10.282267,,,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,42,1,1,11.813951,10.499435,,,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,44,1,1,11.915165,10.775639,,,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654003,46,1,1,11.8706,10.686933,,,Actual number of marriages,1,1964,1,12,1,1,654001,654002,5,11
654031,26,1,0,11.015207,10.525139,,,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,28,1,1,11.265809,10.478976,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,30,1,1,11.123232,10.217203,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,32,1,1,10.974832,10.893679,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,34,1,1,11.072092,10.992049,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,36,1,1,11.140578,11.130933,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,38,1,1,11.132792,10.509523,,0,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
654031,40,1,1,11.719127,10.645425,,,Actual number of marriages,0,1976,1,12,1,1,654170,654002,1,8
655003,25,1,1,11.567035,10.983087,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,26,1,1,11.904461,11.296137,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,27,1,1,11.943564,11.388721,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,28,1,1,11.885867,11.424313,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,29,1,1,11.899758,11.41454,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,30,1,1,11.865134,11.474981,,0,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,31,1,1,11.72223,11.271766,,0,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,32,1,1,11.330952,11.270814,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,33,1,1,12.187784,11.76384,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,35,1,1,12.576221,12.080509,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,43,1,1,12.021921,10.339805,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,45,1,1,12.061972,10.190169,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,49,1,1,12.365662,10.645425,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
655003,53,0,1,12.44154,9.2103405,,,Actual number of marriages,1,1963,1,16,1,1,655001,655002,3,14
656030,26,1,1,11.61268,11.058795,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,28,1,1,11.952315,11.330204,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,30,1,1,12.432651,12.05554,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,32,1,1,12.27709,11.790557,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,34,1,1,12.556078,12.203569,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,36,1,1,12.241447,11.705197,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
656030,38,1,1,12.347138,11.695247,,,Actual number of marriages,1,1978,1,17,1,1,656170,656003,1,7
658003,25,1,0,11.305547,10.878236,,,Actual number of marriages,0,1967,1,12,1,1,658001,658002,2,3
658003,26,1,0,10.418422,9.0238104,,,Actual number of marriages,0,1967,1,12,1,1,658001,658002,2,3
658003,27,1,0,9.85429,8.9994192,,,Actual number of marriages,0,1967,1,12,1,1,658001,658002,2,3
660030,25,1,1,11.141035,10.428512,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,27,1,1,11.226043,10.551245,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,29,1,1,11.163604,10.41181,,,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,31,1,1,11.330348,10.673133,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,33,1,1,11.210325,10.515696,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,35,1,1,11.221275,10.567463,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,37,1,1,11.337738,10.666627,,0,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,39,1,1,11.428253,10.74753,,,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,41,1,1,11.329728,10.405081,,,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
660030,43,1,1,11.333798,10.596635,,,Actual number of marriages,1,1973,1,12,1,1,660170,660003,2,10
664004,25,1,0,11.360671,11.358212,,0,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,26,1,0,11.280731,11.279732,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,27,1,0,11.417957,11.388721,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,28,1,1,11.807486,11.303376,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,29,1,1,11.936873,11.409896,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,30,1,1,11.973712,11.312521,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,31,1,1,12.002089,11.270025,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,32,1,1,11.879507,11.253118,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,33,1,1,11.894466,11.1462,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,34,1,1,11.838503,11.206264,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,35,1,1,11.89784,11.188165,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,36,1,1,12.049139,11.180803,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,37,1,1,12.09902,11.142152,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,38,1,1,12.133436,11.114297,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,39,1,1,12.133631,11.087053,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,40,1,1,12.025577,11.070381,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,41,1,1,11.687014,10.277462,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,42,1,1,11.433744,10.969893,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,43,1,1,11.564584,10.945559,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,44,1,1,11.649249,10.996365,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,45,1,1,11.581518,10.970609,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,47,1,1,11.569684,10.930604,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,49,1,1,11.456567,10.820578,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,51,1,1,10.999597,10.999597,,0,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,53,1,1,11.135775,11.135756,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664004,55,1,1,11.032952,11.032952,,,Actual number of marriages,0,1951,1,14,1,1,664001,664002,0,26
664030,26,1,0,10.404263,9.8934374,,0,Actual number of marriages,1,1984,1,16,1,1,664174,664008,2,4
664030,28,1,1,10.747417,10.511893,,0,Actual number of marriages,1,1984,1,16,1,1,664174,664008,2,4
664030,30,1,1,11.060872,10.788907,,0,Actual number of marriages,1,1984,1,16,1,1,664174,664008,2,4
664030,32,1,1,11.211821,10.896739,,0,Actual number of marriages,1,1984,1,16,1,1,664174,664008,2,4
671030,25,1,0,10.232791,10.232791,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,27,1,0,10.451031,10.451031,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,29,1,0,10.567772,10.567772,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,31,1,0,10.608069,10.608069,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,33,1,0,10.725687,10.725687,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,35,1,0,10.944744,10.944647,,0,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,37,1,1,10.965695,10.954746,,,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,39,1,1,10.780539,10.776328,,,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
671030,41,1,1,10.765322,10.762149,,,Actual number of marriages,1,1975,1,16,0,1,671170,671001,5,9
674003,25,1,0,11.30467,10.947995,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,26,1,0,11.20803,10.82854,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,27,1,0,11.31076,10.849726,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,28,1,0,11.583943,11.028418,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,29,1,0,11.633904,10.999597,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,30,1,1,11.758352,11.508901,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,31,1,1,11.43325,10.945559,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,32,1,1,11.419222,10.969695,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,33,1,1,11.322007,10.943941,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,35,1,1,11.282001,10.956579,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,37,1,1,11.463893,10.99826,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,39,1,1,11.473759,11.021576,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,41,1,1,11.528799,10.835651,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,43,1,1,11.385774,10.692627,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,45,1,1,11.019448,10.903935,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,47,1,1,10.809728,10.809728,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,49,1,1,10.763208,10.763208,,,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,51,1,1,10.788907,10.788907,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
674003,53,1,1,10.859384,10.858999,,0,Actual number of marriages,0,1963,1,12,1,1,674001,674002,3,19
677030,26,1,1,10.915888,10.590466,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,28,1,1,10.8667,10.427684,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,30,1,1,11.098016,10.365648,,,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,32,1,1,10.758263,10.482906,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,34,1,1,10.567463,10.007848,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,36,1,1,10.915089,10.915089,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,38,1,1,10.715417,10.540065,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,40,1,1,10.930478,10.925038,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677030,42,1,1,11.0026,11.0021,,0,Actual number of marriages,0,1974,1,14,1,1,677171,677004,4,9
677033,26,1,1,10.623034,10.623034,,0,Actual number of marriages,1,1982,1,12,0,1,677005,677172,2,5
677033,28,1,1,11.747997,11.010399,,,Actual number of marriages,1,1982,1,12,0,1,677005,677172,2,5
677033,30,1,1,11.08368,10.422281,,,Actual number of marriages,1,1982,1,12,0,1,677005,677172,2,5
677033,32,1,1,11.928341,11.417516,,,Actual number of marriages,1,1982,1,12,0,1,677005,677172,2,5
677033,34,1,1,11.91839,11.512925,,,Actual number of marriages,1,1982,1,12,0,1,677005,677172,2,5
679003,27,1,0,10.738395,10.525676,,0,None,0,1951,1,17,1,1,679001,679002,1,5
679003,28,1,0,10.819398,10.630432,,0,None,0,1951,1,17,1,1,679001,679002,1,5
679003,29,1,0,11.155627,10.920347,,0,None,0,1951,1,17,1,1,679001,679002,1,5
679003,30,1,0,11.212523,10.969577,,0,None,0,1951,1,17,1,1,679001,679002,1,5
679003,31,1,0,11.171695,11.078135,,0,None,0,1951,1,17,1,1,679001,679002,1,5
686030,29,1,1,10.938361,10.281582,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,31,1,1,10.719295,10.41181,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,33,1,1,10.442609,10.423917,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,35,1,1,10.300585,10.300585,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,37,1,1,10.376649,10.376649,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,39,1,1,9.9887476,9.9887476,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,41,1,1,10.28875,10.28875,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,43,1,1,10.26761,10.26761,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686030,45,1,1,10.341743,10.341743,,0,Actual number of marriages,0,1971,1,11,0,1,686003,686170,1,9
686032,33,1,1,11.089042,10.339805,,0,Actual number of marriages,1,1973,1,13,1,1,686172,686001,2,3
686032,35,1,1,10.773315,10.307952,,0,Actual number of marriages,1,1973,1,13,1,1,686172,686001,2,3
686032,37,1,1,10.640652,10.586584,,0,Actual number of marriages,1,1973,1,13,1,1,686172,686001,2,3
687005,26,1,0,10.975449,10.949631,,,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
687005,27,1,0,10.86106,10.832648,,,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
687005,28,1,0,11.453125,11.453125,,0,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
687005,37,1,1,12.088414,11.751943,,,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
687005,39,1,1,12.650053,12.603169,,,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
687005,41,1,1,11.665066,11.469261,,,Actual number of marriages,1,1967,1,17,1,1,687001,687002,4,6
691004,25,1,1,11.029193,9.9097633,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,26,1,1,10.514462,9.8765621,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,27,1,1,11.132226,10.317692,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,28,1,1,11.302575,10.317774,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,29,1,1,11.209791,10.578733,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,30,1,1,11.305295,10.664732,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,31,1,1,11.271746,10.614203,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,32,1,1,10.105285,9.4438114,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,33,1,1,10.798105,10.092652,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,34,1,1,10.845446,10.152299,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
691004,52,0,1,11.621152,11.608235,,,Actual number of marriages,1,1958,1,16,1,1,691001,691002,4,11
692003,25,1,1,10.967461,10.96531,,0,Actual number of marriages,1,1957,1,13,0,1,692001,692002,5,6
